Id,SalePrice
1461,177033.81644462486
1462,156337.03858206488
1463,181792.08693335997
1464,194834.69619794673
1465,189265.16287148726
1466,189778.7409890851
1467,194809.71798656054
1468,183817.64100396755
1469,187738.2883241442
1470,169066.23716623965
1471,191524.44697129156
1472,172393.7084356374
1473,156374.95927755127
1474,174607.65245036746
1475,173700.712455213
1476,223723.55461046798
1477,195135.43306522304
1478,216571.54705837692
1479,201813.9492282643
1480,225093.903996226
1481,194817.95440245687
1482,199081.28934869106
1483,175584.75434656077
1484,184733.56314281968
1485,206190.55747174472
1486,200441.0711868553
1487,203329.92682802613
1488,192602.7758287288
1489,184199.31700932968
1490,193523.1443697543
1491,195991.975611534
1492,151957.00997518777
1493,205568.24084022114
1494,208055.61118188742
1495,187459.55636241025
1496,202944.4838706998
1497,176706.57749936832
1498,191951.40733184337
1499,190673.44235683416
1500,173596.40662948636
1501,185386.78155300327
1502,181635.51016393182
1503,231606.71955451812
1504,200652.50189592858
1505,179891.93797243905
1506,152752.3470126656
1507,191022.02299840658
1508,187562.7335734047
1509,174314.8055280993
1510,154653.3319036048
1511,159348.41632659867
1512,160883.15242854058
1513,173486.2130817396
1514,140661.2070700279
1515,159471.73245864682
1516,175857.24852055963
1517,192942.41596771876
1518,135646.61553674497
1519,188370.806874375
1520,161375.79114891216
1521,156454.22131232958
1522,176103.16567618315
1523,154844.730997187
1524,173141.44579609044
1525,159135.27243488035
1526,158387.55006984534
1527,161535.83380675002
1528,194036.376639503
1529,166659.75512916327
1530,206767.3237671125
1531,148482.6225143511
1532,155997.55940153572
1533,173576.9592457204
1534,171391.90936915964
1535,166002.5019010584
1536,141278.4541166317
1537,127856.71151891955
1538,186993.02914606134
1539,188630.8645703305
1540,129431.86594084457
1541,171213.4440608347
1542,160660.63571357448
1543,185202.9599761396
1544,157607.1676937317
1545,179971.28611410965
1546,171513.33719738794
1547,170854.2532323702
1548,174076.29410976265
1549,180318.27917440125
1550,153848.5964002601
1551,154471.7304369579
1552,145663.82086749125
1553,185675.1464063837
1554,167746.52238026273
1555,143608.01871480967
1556,144937.11285363423
1557,131158.70365220794
1558,168616.80554895336
1559,115702.74819269298
1560,160694.05269606644
1561,109463.67023764107
1562,186448.11443478375
1563,173315.46181937458
1564,164546.68641050038
1565,182022.59271899372
1566,215225.4405039979
1567,142869.51133525601
1568,194821.1319874032
1569,161146.82876341738
1570,188300.4747039142
1571,161677.33393637033
1572,187311.02236082152
1573,210944.63847833223
1574,154717.98564598634
1575,198828.84874759216
1576,198357.9105352896
1577,188084.85936032026
1578,178672.30176677753
1579,173362.92165917385
1580,190942.09167586712
1581,194856.34256763168
1582,174987.31474839302
1583,190512.80833590258
1584,195022.74878849764
1585,179318.7732837918
1586,170956.08281708846
1587,161838.68554720687
1588,175360.09029619978
1589,162005.31983768728
1590,173572.9914783371
1591,153773.78180815122
1592,162816.65674196777
1593,177398.63028347705
1594,167017.29912932534
1595,145859.2589742267
1596,175734.11657680175
1597,159776.41596948303
1598,191781.0791144268
1599,205566.77549565618
1600,187328.93026488437
1601,144443.9510329786
1602,183743.52188176633
1603,145189.05669232988
1604,209724.16048469284
1605,199874.52351900048
1606,175735.25622565288
1607,139789.46909207557
1608,189650.32196044404
1609,188521.0989684598
1610,180955.14280710643
1611,171177.6154336055
1612,173942.63928326726
1613,171515.28266642898
1614,173515.7142401475
1615,161874.07460208287
1616,143638.53885800476
1617,154369.32655357604
1618,175796.33016506897
1619,197124.6092312336
1620,149640.9776444537
1621,176877.85858993453
1622,179029.39773672557
1623,196416.77698270057
1624,194003.0127780884
1625,181737.97746151808
1626,165814.68577509857
1627,188239.77029802324
1628,214296.94178617327
1629,190128.96298944578
1630,203640.94743808595
1631,194263.4511341683
1632,180104.51520633738
1633,202378.31764139756
1634,184448.8560687551
1635,192489.6920171868
1636,167587.1474198055
1637,176013.81832785226
1638,182030.1839825575
1639,166906.81077932628
1640,182483.85758316558
1641,169403.2573691959
1642,203127.65223172185
1643,193174.28285210492
1644,202443.36093012462
1645,184637.90435168296
1646,174027.6105595861
1647,174346.90353169618
1648,162973.52393719167
1649,160309.45957461483
1650,162046.9294312335
1651,169590.2028975369
1652,168728.38587224612
