Id,SalePrice
1461,129289.13007531394
1462,164578.87228188742
1463,186638.16320786704
1464,203927.14634309043
1465,183422.02549729575
1466,176238.36180863608
1467,189584.4157122158
1468,166391.41273102988
1469,187275.2413347744
1470,123721.86651215781
1471,210112.33462891806
1472,104036.97266373862
1473,95856.6539896511
1474,146947.98096642722
1475,113520.00492272605
1476,304550.27083764307
1477,233657.8548906826
1478,274584.9299162411
1479,263364.2727373623
1480,399668.45390496484
1481,276494.84509835474
1482,210925.53408990134
1483,179238.37493310202
1484,174701.68865380515
1485,183432.24185548056
1486,205845.64472375144
1487,276732.318948605
1488,234074.29603371848
1489,190632.70424828757
1490,226772.48611245383
1491,200009.88417420615
1492,98130.93220696677
1493,194864.54027924765
1494,259681.97102914084
1495,253818.35936341513
1496,236309.91367135276
1497,178224.22775635947
1498,168739.32060799826
1499,163942.65652451743
1500,149606.71441636313
1501,189338.84620270957
1502,148021.85940728415
1503,269688.92084679834
1504,229140.77006516684
1505,215109.53321061362
1506,189816.74189744223
1507,256258.1014402889
1508,216082.27964387168
1509,160118.71952805747
1510,148261.81745705832
1511,150240.21817765463
1512,182284.93267808188
1513,150290.36348138083
1514,171659.94001946677
1515,209927.2606905483
1516,165259.51826462973
1517,174676.42515931357
1518,131979.38146767844
1519,231697.84502206076
1520,140392.04798112143
1521,147349.27118287314
1522,186121.11140427817
1523,110392.15652261008
1524,125764.90727982749
1525,122671.33375535239
1526,112030.30530915488
1527,105849.09085259665
1528,150111.8847330593
1529,144764.10073266257
1530,213938.30921921958
1531,132690.92081437338
1532,115583.14452538718
1533,151521.09173951377
1534,130372.47792039145
1535,160878.58049569358
1536,109580.08099923361
1537,59468.88240227927
1538,176596.40141091574
1539,203408.1166647457
1540,138750.25613770713
1541,148163.796682217
1542,146901.88384995688
1543,201239.96156678427
1544,89215.72332368125
1545,129830.95710358847
1546,129576.47224602927
1547,137414.48721871604
1548,142898.3847921871
1549,130211.78893456687
1550,132464.3436621212
1551,125287.91805253256
1552,136721.94889435996
1553,160904.5928934597
1554,119561.40211091269
1555,159303.9502180599
1556,93759.94474015463
1557,120301.21449074973
1558,104643.20704255332
1559,90629.44279656638
1560,149209.28587517966
1561,134921.73494324912
1562,126302.28990159262
1563,119048.7234629177
1564,172175.12798676718
1565,142438.63393960227
1566,245345.93651185263
1567,72276.99689469565
1568,228860.4569757961
1569,142659.11607156027
1570,141604.89221558798
1571,116086.03672585715
1572,169441.79778275717
1573,251455.346713879
1574,135205.79132638205
1575,231799.43902001609
1576,235746.96241746176
1577,189772.3064821743
1578,148130.23464951743
1579,141897.44474015463
1580,196006.390224316
1581,148255.39023003806
1582,127559.41621003379
1583,286941.24337563745
1584,226121.20890603293
1585,154241.71940598715
1586,65895.73990044821
1587,94643.77903924216
1588,164581.99119935263
1589,111184.47630486716
1590,138232.409213879
1591,100331.40887437094
1592,142821.8042944454
1593,117684.96684632529
1594,162372.57079491843
1595,120339.43746934165
1596,215108.1516684078
1597,177074.08711991538
1598,184197.91007027854
1599,188321.59535393942
1600,168887.46495042075
1601,58981.88826356162
1602,132849.82255158652
1603,87376.7494696163
1604,260183.8565691494
1605,232078.6308344387
1606,167475.0785158657
1607,184091.01045212973
1608,204305.5799196743
1609,187597.90332398642
1610,149770.94308076132
1611,142956.611009457
1612,185155.27873788108
1613,169386.25094971884
1614,137806.2726324581
1615,100465.09678254355
1616,75372.48469338645
1617,91505.06096444358
1618,122369.31059823264
1619,141064.04994950522
1620,177603.30806908835
1621,137052.40738473166
1622,154461.2600935482
1623,251262.54287133444
1624,227973.4055784725
